time,phase,speed,turn,gait,FL_phase,FL_state,FL_dx,FL_dy,FL_dz,FL_foot_x,FL_foot_y,FL_foot_z,FL_shldr_deg,FL_shldr_raw,FL_shldr_actual,FL_femur_deg,FL_femur_raw,FL_femur_actual,FL_tibia_deg,FL_tibia_raw,FL_tibia_actual,FR_phase,FR_state,FR_dx,FR_dy,FR_dz,FR_foot_x,FR_foot_y,FR_foot_z,FR_shldr_deg,FR_shldr_raw,FR_shldr_actual,FR_femur_deg,FR_femur_raw,FR_femur_actual,FR_tibia_deg,FR_tibia_raw,FR_tibia_actual,RL_phase,RL_state,RL_dx,RL_dy,RL_dz,RL_foot_x,RL_foot_y,RL_foot_z,RL_shldr_deg,RL_shldr_raw,RL_shldr_actual,RL_femur_deg,RL_femur_raw,RL_femur_actual,RL_tibia_deg,RL_tibia_raw,RL_tibia_actual,RR_phase,RR_state,RR_dx,RR_dy,RR_dz,RR_foot_x,RR_foot_y,RR_foot_z,RR_shldr_deg,RR_shldr_raw,RR_shldr_actual,RR_femur_deg,RR_femur_raw,RR_femur_actual,RR_tibia_deg,RR_tibia_raw,RR_tibia_actual
26.772,0.096,1.0,0.0,walk,0.346,stance,4.85,0.0,0.0,29.85,5.0,-130.0,85.05,221,-1,83.75,797,-1,-113.96,123,-1,0.846,swing,-14.26,0.0,14.01,10.74,-5.0,-115.99,85.05,802,-1,82.35,231,-1,-131.41,960,-1,0.096,stance,36.81,0.0,-1.81,28.81,5.0,-131.81,85.05,802,-1,81.83,232,-1,-112.72,739,-1,0.596,stance,-31.96,0.0,0.0,-39.96,-5.0,-130.0,85.05,527,-1,29.86,596,-1,-109.69,305,-1
26.792,0.104,1.0,0.0,walk,0.354,stance,3.51,0.0,0.0,28.51,5.0,-130.0,85.05,221,-1,83.12,795,-1,-114.44,121,-1,0.854,swing,-10.43,0.0,14.48,14.57,-5.0,-115.52,85.05,802,-1,85.85,219,-1,-131.09,959,-1,0.104,stance,36.26,0.0,-1.64,28.26,5.0,-131.64,85.05,802,-1,81.7,233,-1,-113.06,740,-1,0.604,stance,-32.75,0.0,0.0,-40.75,-5.0,-130.0,85.05,527,-1,29.17,594,-1,-109.31,306,-1
26.812,0.112,1.0,0.0,walk,0.362,stance,2.18,0.0,0.0,27.18,5.0,-130.0,85.05,221,-1,82.46,793,-1,-114.9,120,-1,0.862,swing,-6.51,0.0,14.8,18.49,-5.0,-115.2,85.05,802,-1,89.1,208,-1,-130.4,956,-1,0.112,stance,35.68,0.0,-1.43,27.68,5.0,-131.43,85.05,802,-1,81.59,233,-1,-113.45,742,-1,0.612,stance,-33.5,0.0,0.0,-41.5,-5.0,-130.0,85.05,527,-1,28.51,592,-1,-108.94,307,-1
26.842,0.12,1.0,0.0,walk,0.37,stance,0.84,0.0,0.0,25.84,5.0,-130.0,85.05,221,219,81.78,790,791,-115.34,118,118,0.87,swing,-2.51,0.0,14.97,22.49,-5.0,-115.03,85.05,802,800,92.02,198,192,-129.34,953,931,0.12,stance,35.05,0.0,-1.18,27.05,5.0,-131.18,85.05,802,801,81.48,234,233,-113.89,743,739,0.62,stance,-34.21,0.0,0.0,-42.21,-5.0,-130.0,85.05,527,524,27.88,590,588,-108.59,308,305
27.052,0.128,1.0,0.0,walk,0.378,stance,-0.5,0.0,0.0,24.5,5.0,-130.0,85.05,221,-1,81.08,788,-1,-115.76,117,-1,0.878,swing,1.51,0.0,15.0,26.51,-5.0,-115.0,85.05,802,-1,94.56,189,-1,-127.95,948,-1,0.128,stance,34.39,0.0,-0.89,26.39,5.0,-130.89,85.05,802,-1,81.37,234,-1,-114.37,745,-1,0.628,stance,-34.89,0.0,0.0,-42.89,-5.0,-130.0,85.05,527,-1,27.29,588,-1,-108.25,309,-1
27.072,0.136,1.0,0.0,walk,0.386,stance,-1.84,0.0,0.0,23.16,5.0,-130.0,85.05,221,-1,80.36,786,-1,-116.16,115,-1,0.886,swing,5.51,0.0,15.0,30.51,-5.0,-115.0,85.05,802,-1,96.77,182,-1,-126.34,942,-1,0.136,stance,33.68,0.0,-0.58,25.68,5.0,-130.58,85.05,802,-1,81.25,234,-1,-114.87,746,-1,0.636,stance,-35.53,0.0,0.0,-43.53,-5.0,-130.0,85.05,527,-1,26.73,586,-1,-107.93,311,-1
27.092,0.144,1.0,0.0,walk,0.394,stance,-3.18,0.0,0.0,21.82,5.0,-130.0,85.05,221,-1,79.61,783,-1,-116.54,114,-1,0.894,swing,9.46,0.0,15.0,34.46,-5.0,-115.0,85.05,802,-1,98.67,175,-1,-124.57,936,-1,0.144,stance,32.94,0.0,-0.25,24.94,5.0,-130.25,85.05,802,-1,81.12,235,-1,-115.4,748,-1,0.644,stance,-36.12,0.0,0.0,-44.12,-5.0,-130.0,85.05,527,-1,26.21,584,-1,-107.62,312,-1
27.112,0.152,1.0,0.0,walk,0.402,stance,-4.51,0.0,0.0,20.49,5.0,-130.0,85.05,221,-1,78.84,780,-1,-116.9,113,-1,0.902,swing,13.31,0.0,15.0,38.31,-5.0,-115.0,85.05,802,-1,100.26,170,-1,-122.68,930,-1,0.152,stance,32.16,0.0,0.0,24.16,5.0,-130.0,85.05,802,-1,80.9,236,-1,-115.87,750,-1,0.652,stance,-36.68,0.0,0.0,-44.68,-5.0,-130.0,85.05,527,-1,25.73,582,-1,-107.33,313,-1
27.132,0.16,1.0,0.0,walk,0.41,stance,-5.84,0.0,0.0,19.16,5.0,-130.0,85.05,221,219,78.06,778,779,-117.23,112,113,0.91,swing,17.03,0.0,15.0,42.03,-5.0,-115.0,85.05,802,800,101.57,165,162,-120.71,923,920,0.16,stance,31.35,0.0,0.0,23.35,5.0,-130.0,85.05,802,801,80.46,237,236,-116.11,751,748,0.66,stance,-37.19,0.0,0.0,-45.19,-5.0,-130.0,85.05,527,524,25.28,581,579,-107.06,314,312
27.342,0.168,1.0,0.0,walk,0.418,stance,-7.17,0.0,0.0,17.83,5.0,-130.0,85.05,221,-1,77.26,775,-1,-117.54,111,-1,0.918,swing,20.58,0.0,15.0,45.58,-5.0,-115.0,85.05,802,-1,102.61,162,-1,-118.7,916,-1,0.168,stance,30.5,0.0,0.0,22.5,5.0,-130.0,85.05,802,-1,79.99,239,-1,-116.35,751,-1,0.668,stance,-37.66,0.0,0.0,-45.66,-5.0,-130.0,85.05,527,-1,24.87,579,-1,-106.8,314,-1
27.363,0.176,1.0,0.0,walk,0.426,stance,-8.48,0.0,0.0,16.52,5.0,-130.0,85.05,221,-1,76.44,772,-1,-117.82,110,-1,0.926,swing,23.92,0.0,15.0,48.92,-5.0,-115.0,85.05,802,-1,103.42,159,-1,-116.7,909,-1,0.176,stance,29.61,0.0,0.0,21.61,5.0,-130.0,85.05,802,-1,79.49,240,-1,-116.6,752,-1,0.676,stance,-38.09,0.0,0.0,-46.09,-5.0,-130.0,85.05,527,-1,24.49,578,-1,-106.57,315,-1
27.382,0.184,1.0,0.0,walk,0.434,stance,-9.79,0.0,0.0,15.21,5.0,-130.0,85.05,221,-1,75.61,769,-1,-118.09,109,-1,0.934,swing,27.01,0.0,15.0,52.01,-5.0,-115.0,85.05,802,-1,104.02,157,-1,-114.75,903,-1,0.184,stance,28.7,0.0,0.0,20.7,5.0,-130.0,85.05,802,-1,78.97,242,-1,-116.84,753,-1,0.684,stance,-38.48,0.0,0.0,-46.48,-5.0,-130.0,85.05,527,-1,24.16,577,-1,-106.36,316,-1
27.403,0.192,1.0,0.0,walk,0.442,stance,-11.08,0.0,0.0,13.92,5.0,-130.0,85.05,221,-1,74.76,766,-1,-118.33,108,-1,0.942,swing,29.84,0.0,15.0,54.84,-5.0,-115.0,85.05,802,-1,104.45,155,-1,-112.89,896,-1,0.192,stance,27.75,0.0,0.0,19.75,5.0,-130.0,85.05,802,-1,78.41,244,-1,-117.08,754,-1,0.692,stance,-38.83,0.0,0.0,-46.83,-5.0,-130.0,85.05,527,-1,23.86,576,-1,-106.17,317,-1
27.422,0.2,1.0,0.0,walk,0.45,stance,-12.36,0.0,0.0,12.64,5.0,-130.0,85.05,221,220,73.91,764,766,-118.55,107,109,0.95,swing,32.36,0.0,15.0,57.36,-5.0,-115.0,85.05,802,799,104.75,154,156,-111.18,891,886,0.2,stance,26.77,0.0,0.0,18.77,5.0,-130.0,85.05,802,801,77.82,246,248,-117.32,755,749,0.7,stance,-39.13,0.0,0.0,-47.13,-5.0,-130.0,85.05,527,524,23.59,575,573,-106.01,317,314
27.632,0.208,1.0,0.0,walk,0.458,stance,-13.63,0.0,0.0,11.37,5.0,-130.0,85.05,221,-1,73.04,761,-1,-118.74,107,-1,0.958,swing,34.56,0.0,15.0,59.56,-5.0,-115.0,85.05,802,-1,104.94,154,-1,-109.64,885,-1,0.208,stance,25.75,0.0,0.0,17.75,5.0,-130.0,85.05,802,-1,77.21,248,-1,-117.56,756,-1,0.708,stance,-39.38,0.0,0.0,-47.38,-5.0,-130.0,85.05,527,-1,23.37,574,-1,-105.87,318,-1
27.652,0.216,1.0,0.0,walk,0.466,stance,-14.88,0.0,0.0,10.12,5.0,-130.0,85.05,221,-1,72.18,758,-1,-118.91,106,-1,0.966,swing,36.4,0.0,14.68,61.4,-5.0,-115.32,85.05,802,-1,104.77,154,-1,-108.1,880,-1,0.216,stance,24.71,0.0,0.0,16.71,5.0,-130.0,85.05,802,-1,76.56,250,-1,-117.78,756,-1,0.716,stance,-39.6,0.0,0.0,-47.6,-5.0,-130.0,85.05,527,-1,23.19,574,-1,-105.75,318,-1
27.672,0.224,1.0,0.0,walk,0.474,stance,-16.12,0.0,0.0,8.88,5.0,-130.0,85.05,221,-1,71.3,755,-1,-119.06,105,-1,0.974,swing,37.88,0.0,11.78,62.88,-5.0,-118.22,85.05,802,-1,102.29,163,-1,-105.01,870,-1,0.224,stance,23.65,0.0,0.0,15.65,5.0,-130.0,85.05,802,-1,75.88,253,-1,-118.0,757,-1,0.724,stance,-39.76,0.0,0.0,-47.76,-5.0,-130.0,85.05,527,-1,23.04,573,-1,-105.66,318,-1
27.692,0.232,1.0,0.0,walk,0.482,stance,-17.33,0.0,0.0,7.67,5.0,-130.0,85.05,221,-1,70.42,752,-1,-119.19,105,-1,0.982,swing,38.98,0.0,7.03,63.98,-5.0,-122.97,85.05,802,-1,98.23,177,-1,-100.77,855,-1,0.232,stance,22.55,0.0,0.0,14.55,5.0,-130.0,85.05,802,-1,75.18,255,-1,-118.21,758,-1,0.732,stance,-39.89,0.0,0.0,-47.89,-5.0,-130.0,85.05,527,-1,22.93,573,-1,-105.59,319,-1
27.712,0.24,1.0,0.0,walk,0.49,stance,-18.53,0.0,0.0,6.47,5.0,-130.0,85.05,221,220,69.55,749,750,-119.3,105,107,0.99,swing,39.68,0.0,2.48,64.68,-5.0,-127.52,85.05,802,801,94.39,190,193,-96.77,841,833,0.24,stance,21.43,0.0,0.0,13.43,5.0,-130.0,85.05,802,801,74.44,258,260,-118.41,758,755,0.74,stance,-39.96,0.0,0.0,-47.96,-5.0,-130.0,85.05,527,524,22.87,572,570,-105.54,319,314
27.923,0.248,1.0,0.0,walk,0.498,stance,-19.71,0.0,0.0,5.29,5.0,-130.0,85.05,221,-1,68.67,746,-1,-119.39,104,-1,0.998,swing,39.99,0.0,0.11,64.99,-5.0,-129.89,85.05,802,-1,92.39,196,-1,-94.64,834,-1,0.248,stance,20.29,0.0,0.0,12.29,5.0,-130.0,85.05,802,-1,73.67,260,-1,-118.6,759,-1,0.748,stance,-40.0,0.0,0.0,-48.0,-5.0,-130.0,85.05,527,-1,22.84,572,-1,-105.52,319,-1
27.942,0.256,1.0,0.0,walk,0.506,stance,-20.86,0.0,0.0,4.14,5.0,-130.0,85.05,221,-1,67.8,743,-1,-119.46,104,-1,0.006,stance,39.99,0.0,-0.25,64.99,-5.0,-130.25,85.05,802,-1,92.09,197,-1,-94.35,833,-1,0.256,stance,19.12,0.0,0.0,11.12,5.0,-130.0,85.05,802,-1,72.87,263,-1,-118.78,760,-1,0.756,swing,-39.89,0.0,1.13,-47.89,-5.0,-128.87,85.05,527,-1,23.05,573,-1,-106.53,315,-1
27.973,0.264,1.0,0.0,walk,0.514,stance,-22.0,0.0,0.0,3.0,5.0,-130.0,85.05,221,-1,66.94,740,-1,-119.51,104,-1,0.014,stance,39.93,0.0,-0.58,64.93,-5.0,-130.58,85.05,802,-1,91.81,198,-1,-94.13,832,-1,0.264,stance,17.94,0.0,0.0,9.94,5.0,-130.0,85.05,802,-1,72.05,266,-1,-118.94,760,-1,0.764,swing,-39.38,0.0,2.63,-47.38,-5.0,-127.37,85.05,527,-1,23.64,575,-1,-108.05,310,-1
27.992,0.272,1.0,0.0,walk,0.522,stance,-23.1,0.0,0.0,1.9,5.0,-130.0,85.05,221,-1,66.08,737,-1,-119.55,104,-1,0.022,stance,39.83,0.0,-0.89,64.83,-5.0,-130.89,85.05,802,-1,91.54,199,-1,-93.94,832,-1,0.272,stance,16.73,0.0,0.0,8.73,5.0,-130.0,85.05,802,-1,71.19,269,-1,-119.08,761,-1,0.772,swing,-38.48,0.0,4.09,-46.48,-5.0,-125.91,85.05,527,-1,24.55,578,-1,-109.76,304,-1
28.012,0.28,1.0,0.0,walk,0.53,stance,-24.18,0.0,0.0,0.82,5.0,-130.0,85.05,221,219,65.24,734,735,-119.57,104,104,0.03,stance,39.68,0.0,-1.18,64.68,-5.0,-131.18,85.05,802,801,91.29,200,200,-93.81,831,831,0.28,stance,15.5,0.0,0.0,7.5,5.0,-130.0,85.05,802,801,70.3,272,272,-119.21,761,755,0.78,swing,-37.19,0.0,5.52,-45.19,-5.0,-124.48,85.05,527,524,25.81,582,582,-111.62,298,298
28.233,0.288,1.0,0.0,walk,0.538,stance,-25.24,0.0,0.0,-0.24,5.0,-130.0,85.05,221,-1,64.4,731,-1,-119.57,104,-1,0.038,stance,39.49,0.0,-1.43,64.49,-5.0,-131.43,85.05,802,-1,91.07,201,-1,-93.74,831,-1,0.288,stance,14.26,0.0,0.0,6.26,5.0,-130.0,85.05,802,-1,69.39,275,-1,-119.32,762,-1,0.788,swing,-35.53,0.0,6.89,-43.53,-5.0,-123.11,85.05,527,-1,27.42,588,-1,-113.62,291,-1
28.262,0.296,1.0,0.0,walk,0.546,stance,-26.26,0.0,0.0,-1.26,5.0,-130.0,85.05,221,-1,63.58,728,-1,-119.56,104,-1,0.046,stance,39.26,0.0,-1.64,64.26,-5.0,-131.64,85.05,802,-1,90.88,202,-1,-93.74,831,-1,0.296,stance,13.0,0.0,0.0,5.0,5.0,-130.0,85.05,802,-1,68.45,278,-1,-119.41,762,-1,0.796,swing,-33.5,0.0,8.2,-41.5,-5.0,-121.8,85.05,527,-1,29.37,595,-1,-115.73,284,-1
28.293,0.304,1.0,0.0,walk,0.554,stance,-27.26,0.0,0.0,-2.26,5.0,-130.0,85.05,221,-1,62.78,726,-1,-119.54,104,-1,0.054,stance,38.98,0.0,-1.81,63.98,-5.0,-131.81,85.05,802,-1,90.73,202,-1,-93.8,831,-1,0.304,stance,11.72,0.0,0.0,3.72,5.0,-130.0,85.05,802,-1,67.49,281,-1,-119.48,762,-1,0.804,swing,-31.14,0.0,9.42,-39.14,-5.0,-120.58,85.05,527,-1,31.67,602,-1,-117.9,277,-1
28.313,0.312,1.0,0.0,walk,0.562,stance,-28.22,0.0,0.0,-3.22,5.0,-130.0,85.05,221,-1,61.99,723,-1,-119.5,104,-1,0.062,stance,38.66,0.0,-1.93,63.66,-5.0,-131.93,85.05,802,-1,90.62,202,-1,-93.93,832,-1,0.312,stance,10.43,0.0,0.0,2.43,5.0,-130.0,85.05,802,-1,66.5,285,-1,-119.53,762,-1,0.812,swing,-28.46,0.0,10.54,-36.46,-5.0,-119.46,85.05,527,-1,34.32,611,-1,-120.1,269,-1
28.332,0.32,1.0,0.0,walk,0.57,stance,-29.16,0.0,0.0,-4.16,5.0,-130.0,85.05,221,220,61.23,720,721,-119.46,104,104,0.07,stance,38.29,0.0,-1.99,63.29,-5.0,-131.99,85.05,802,800,90.55,203,202,-94.14,833,831,0.32,stance,9.13,0.0,0.0,1.13,5.0,-130.0,85.05,802,801,65.49,288,289,-119.56,762,755,0.82,swing,-25.5,0.0,11.56,-33.5,-5.0,-118.44,85.05,527,524,37.31,622,618,-122.28,262,284
28.542,0.328,1.0,0.0,walk,0.578,stance,-30.06,0.0,0.0,-5.06,5.0,-130.0,85.05,221,-1,60.48,718,-1,-119.41,104,-1,0.078,stance,37.88,0.0,-2.0,62.88,-5.0,-132.0,85.05,802,-1,90.52,203,-1,-94.43,833,-1,0.328,stance,7.82,0.0,0.0,-0.18,5.0,-130.0,85.05,802,-1,64.45,292,-1,-119.57,762,-1,0.828,swing,-22.28,0.0,12.46,-30.28,-5.0,-117.54,85.05,527,-1,40.63,633,-1,-124.39,254,-1
28.563,0.336,1.0,0.0,walk,0.586,stance,-30.93,0.0,0.0,-5.93,5.0,-130.0,85.05,221,-1,59.76,715,-1,-119.35,105,-1,0.086,stance,37.43,0.0,-1.95,62.43,-5.0,-131.95,85.05,802,-1,90.53,203,-1,-94.79,835,-1,0.336,stance,6.51,0.0,0.0,-1.49,5.0,-130.0,85.05,802,-1,63.4,295,-1,-119.56,762,-1,0.836,swing,-18.83,0.0,13.23,-26.83,-5.0,-116.77,85.05,527,-1,44.27,645,-1,-126.38,248,-1
28.582,0.344,1.0,0.0,walk,0.594,stance,-31.76,0.0,0.0,-6.76,5.0,-130.0,85.05,221,-1,59.07,713,-1,-119.28,105,-1,0.094,stance,36.94,0.0,-1.84,61.94,-5.0,-131.84,85.05,802,-1,90.59,203,-1,-95.22,836,-1,0.344,stance,5.18,0.0,0.0,-2.82,5.0,-130.0,85.05,802,-1,62.32,299,-1,-119.52,762,-1,0.844,swing,-15.19,0.0,13.88,-23.19,-5.0,-116.12,85.05,527,-1,48.18,659,-1,-128.2,241,-1
28.603,0.352,1.0,0.0,walk,0.602,stance,-32.56,0.0,0.0,-7.56,5.0,-130.0,85.05,221,-1,58.4,711,-1,-119.2,105,-1,0.102,stance,36.4,0.0,-1.69,61.4,-5.0,-131.69,85.05,802,-1,90.68,202,-1,-95.72,838,-1,0.352,stance,3.85,0.0,0.0,-4.15,5.0,-130.0,85.05,802,-1,61.23,303,-1,-119.46,762,-1,0.852,swing,-11.4,0.0,14.38,-19.4,-5.0,-115.62,85.05,527,-1,52.31,673,-1,-129.79,236,-1
28.622,0.36,1.0,0.0,walk,0.61,stance,-33.32,0.0,0.0,-8.32,5.0,-130.0,85.05,221,220,57.76,708,710,-119.13,105,104,0.11,stance,35.83,0.0,-1.49,60.83,-5.0,-131.49,85.05,802,801,90.8,202,203,-96.29,840,839,0.36,stance,2.51,0.0,0.0,-5.49,5.0,-130.0,85.05,802,801,60.13,306,308,-119.38,762,755,0.86,swing,-7.5,0.0,14.73,-15.5,-5.0,-115.27,85.05,527,524,56.61,687,685,-131.1,232,280
28.832,0.368,1.0,0.0,walk,0.618,stance,-34.04,0.0,0.0,-9.04,5.0,-130.0,85.05,221,-1,57.14,706,-1,-119.05,106,-1,0.118,stance,35.21,0.0,-1.24,60.21,-5.0,-131.24,85.05,802,-1,90.96,201,-1,-96.91,842,-1,0.368,stance,1.17,0.0,0.0,-6.83,5.0,-130.0,85.05,802,-1,59.01,310,-1,-119.27,761,-1,0.868,swing,-3.51,0.0,14.94,-11.51,-5.0,-115.06,85.05,527,-1,60.96,702,-1,-132.08,228,-1
28.862,0.376,1.0,0.0,walk,0.626,stance,-34.72,0.0,0.0,-9.72,5.0,-130.0,85.05,221,-1,56.56,704,-1,-118.96,106,-1,0.126,stance,34.56,0.0,-0.96,59.56,-5.0,-130.96,85.05,802,-1,91.13,201,-1,-97.59,844,-1,0.376,stance,-0.17,0.0,0.0,-8.17,5.0,-130.0,85.05,802,-1,57.88,314,-1,-119.14,761,-1,0.876,swing,0.5,0.0,15.0,-7.5,-5.0,-115.0,85.05,527,-1,65.27,717,-1,-132.71,226,-1
28.893,0.384,1.0,0.0,walk,0.634,stance,-35.37,0.0,0.0,-10.37,5.0,-130.0,85.05,221,-1,56.01,702,-1,-118.88,106,-1,0.134,stance,33.86,0.0,-0.66,58.86,-5.0,-130.66,85.05,802,-1,91.32,200,-1,-98.31,847,-1,0.384,stance,-1.51,0.0,0.0,-9.51,5.0,-130.0,85.05,802,-1,56.74,318,-1,-118.99,760,-1,0.884,swing,4.51,0.0,15.0,-3.49,-5.0,-115.0,85.05,527,-1,69.47,731,-1,-133.05,225,-1
28.923,0.392,1.0,0.0,walk,0.642,stance,-35.98,0.0,0.0,-10.98,5.0,-130.0,85.05,221,-1,55.49,701,-1,-118.8,106,-1,0.142,stance,33.13,0.0,-0.33,58.13,-5.0,-130.33,85.05,802,-1,91.52,199,-1,-99.06,849,-1,0.392,stance,-2.85,0.0,0.0,-10.85,5.0,-130.0,85.05,802,-1,55.6,322,-1,-118.81,760,-1,0.892,swing,8.48,0.0,15.0,0.48,-5.0,-115.0,85.05,527,-1,73.5,745,-1,-133.14,225,-1
28.942,0.4,1.0,0.0,walk,0.65,stance,-36.54,0.0,0.0,-11.54,5.0,-130.0,85.05,221,219,55.0,699,699,-118.72,107,104,0.15,stance,32.36,0.0,0.0,57.36,-5.0,-130.0,85.05,802,800,91.71,199,201,-99.84,852,850,0.4,stance,-4.18,0.0,0.0,-12.18,5.0,-130.0,85.05,802,801,54.45,326,328,-118.62,759,755,0.9,swing,12.36,0.0,15.0,4.36,-5.0,-115.0,85.05,527,524,77.28,758,756,-133.0,225,273
29.152,0.408,1.0,0.0,walk,0.658,stance,-37.07,0.0,0.0,-12.07,5.0,-130.0,85.05,221,-1,54.55,698,-1,-118.64,107,-1,0.158,stance,31.55,0.0,0.0,56.55,-5.0,-130.0,85.05,802,-1,91.61,199,-1,-100.37,854,-1,0.408,stance,-5.51,0.0,0.0,-13.51,5.0,-130.0,85.05,802,-1,53.3,330,-1,-118.4,758,-1,0.908,swing,16.12,0.0,15.0,8.12,-5.0,-115.0,85.05,527,-1,80.76,770,-1,-132.64,226,-1
29.172,0.416,1.0,0.0,walk,0.666,stance,-37.55,0.0,0.0,-12.55,5.0,-130.0,85.05,221,-1,54.13,696,-1,-118.56,107,-1,0.166,stance,30.71,0.0,0.0,55.71,-5.0,-130.0,85.05,802,-1,91.5,200,-1,-100.91,856,-1,0.416,stance,-6.84,0.0,0.0,-14.84,5.0,-130.0,85.05,802,-1,52.14,334,-1,-118.16,758,-1,0.916,swing,19.71,0.0,15.0,11.71,-5.0,-115.0,85.05,527,-1,83.9,781,-1,-132.1,228,-1
29.192,0.424,1.0,0.0,walk,0.674,stance,-37.99,0.0,0.0,-12.99,5.0,-130.0,85.05,221,-1,53.75,695,-1,-118.49,107,-1,0.174,stance,29.84,0.0,0.0,54.84,-5.0,-130.0,85.05,802,-1,91.37,200,-1,-101.46,857,-1,0.424,stance,-8.15,0.0,0.0,-16.15,5.0,-130.0,85.05,802,-1,50.99,338,-1,-117.9,757,-1,0.924,swing,23.1,0.0,15.0,15.1,-5.0,-115.0,85.05,527,-1,86.68,790,-1,-131.41,230,-1
29.212,0.432,1.0,0.0,walk,0.682,stance,-38.39,0.0,0.0,-13.39,5.0,-130.0,85.05,221,-1,53.4,694,-1,-118.42,108,-1,0.182,stance,28.93,0.0,0.0,53.93,-5.0,-130.0,85.05,802,-1,91.23,200,-1,-102.03,859,-1,0.432,stance,-9.46,0.0,0.0,-17.46,5.0,-130.0,85.05,802,-1,49.84,342,-1,-117.62,756,-1,0.932,swing,26.26,0.0,15.0,18.26,-5.0,-115.0,85.05,527,-1,89.1,798,-1,-130.63,233,-1
29.232,0.44,1.0,0.0,walk,0.69,stance,-38.74,0.0,0.0,-13.74,5.0,-130.0,85.05,221,219,53.1,693,694,-118.36,108,106,0.19,stance,27.99,0.0,0.0,52.99,-5.0,-130.0,85.05,802,800,91.07,201,201,-102.61,861,859,0.44,stance,-10.76,0.0,0.0,-18.76,5.0,-130.0,85.05,802,801,48.7,345,346,-117.32,755,755,0.94,swing,29.16,0.0,15.0,21.16,-5.0,-115.0,85.05,527,524,91.15,805,803,-129.79,236,273
29.442,0.448,0.92,0.0,walk,0.698,stance,-35.93,0.0,0.0,-10.93,5.0,-130.0,85.05,221,-1,55.53,701,-1,-118.8,106,-1,0.198,stance,24.85,0.0,0.0,49.85,-5.0,-130.0,85.05,802,-1,90.47,203,-1,-104.47,868,-1,0.448,stance,-11.08,0.0,0.0,-19.08,5.0,-130.0,85.05,802,-1,48.41,346,-1,-117.25,754,-1,0.948,swing,29.22,0.0,15.0,21.22,-5.0,-115.0,85.05,527,-1,91.19,805,-1,-129.77,236,-1
29.462,0.456,0.85,0.0,walk,0.706,stance,-33.28,0.0,0.0,-8.28,5.0,-130.0,85.05,221,-1,57.78,709,-1,-119.13,105,-1,0.206,stance,22.01,0.0,0.0,47.01,-5.0,-130.0,85.05,802,-1,89.82,205,-1,-106.07,873,-1,0.456,stance,-11.27,0.0,0.0,-19.27,5.0,-130.0,85.05,802,-1,48.25,347,-1,-117.2,754,-1,0.956,swing,28.81,0.0,15.0,20.81,-5.0,-115.0,85.05,527,-1,90.91,804,-1,-129.9,236,-1
29.482,0.464,0.78,0.0,walk,0.714,stance,-30.79,0.0,0.0,-5.79,5.0,-130.0,85.05,221,-1,59.87,716,-1,-119.36,104,-1,0.214,stance,19.45,0.0,0.0,44.45,-5.0,-130.0,85.05,802,-1,89.15,207,-1,-107.45,878,-1,0.464,stance,-11.34,0.0,0.0,-19.34,5.0,-130.0,85.05,802,-1,48.18,347,-1,-117.18,754,-1,0.964,swing,28.01,0.0,14.94,20.01,-5.0,-115.06,85.05,527,-1,90.31,802,-1,-130.08,235,-1
29.502,0.472,0.72,0.0,walk,0.722,stance,-28.46,0.0,0.0,-3.46,5.0,-130.0,85.05,221,-1,61.8,722,-1,-119.49,104,-1,0.222,stance,17.13,0.0,0.0,42.13,-5.0,-130.0,85.05,802,-1,88.48,210,-1,-108.63,882,-1,0.472,stance,-11.33,0.0,0.0,-19.33,5.0,-130.0,85.05,802,-1,48.2,347,-1,-117.19,754,-1,0.972,swing,26.9,0.0,12.75,18.9,-5.0,-117.25,85.05,527,-1,87.7,794,-1,-128.54,240,-1
29.522,0.48,0.66,0.0,walk,0.73,stance,-26.27,0.0,0.0,-1.27,5.0,-130.0,85.05,221,219,63.58,728,720,-119.56,104,104,0.23,stance,15.05,0.0,0.0,40.05,-5.0,-130.0,85.05,802,800,87.81,212,212,-109.65,885,886,0.48,stance,-11.22,0.0,0.0,-19.22,5.0,-130.0,85.05,802,801,48.28,347,345,-117.21,754,755,0.98,swing,25.54,0.0,8.28,17.54,-5.0,-121.72,85.05,527,524,83.23,778,773,-125.03,252,273
29.732,0.488,0.61,0.0,walk,0.738,stance,-24.22,0.0,0.0,0.78,5.0,-130.0,85.05,221,-1,65.2,734,-1,-119.57,104,-1,0.238,stance,13.17,0.0,0.0,38.17,-5.0,-130.0,85.05,802,-1,87.16,214,-1,-110.53,888,-1,0.488,stance,-11.06,0.0,0.0,-19.06,5.0,-130.0,85.05,802,-1,48.43,346,-1,-117.25,754,-1,0.988,swing,23.98,0.0,3.48,15.98,-5.0,-126.52,85.05,527,-1,78.59,762,-1,-121.1,266,-1
29.752,0.496,0.56,0.0,walk,0.746,stance,-22.31,0.0,0.0,2.69,5.0,-130.0,85.05,221,-1,66.7,739,-1,-119.53,104,-1,0.246,stance,11.48,0.0,0.0,36.48,-5.0,-130.0,85.05,802,-1,86.54,216,-1,-111.29,891,-1,0.496,stance,-10.83,0.0,0.0,-18.83,5.0,-130.0,85.05,802,-1,48.63,346,-1,-117.31,755,-1,0.996,swing,22.29,0.0,0.42,14.29,-5.0,-129.58,85.05,527,-1,75.29,751,-1,-118.65,274,-1
