time,phase,speed,turn,gait,FL_phase,FL_state,FL_dx,FL_dy,FL_dz,FL_foot_x,FL_foot_y,FL_foot_z,FL_shldr_deg,FL_shldr_raw,FL_shldr_actual,FL_femur_deg,FL_femur_raw,FL_femur_actual,FL_tibia_deg,FL_tibia_raw,FL_tibia_actual,FR_phase,FR_state,FR_dx,FR_dy,FR_dz,FR_foot_x,FR_foot_y,FR_foot_z,FR_shldr_deg,FR_shldr_raw,FR_shldr_actual,FR_femur_deg,FR_femur_raw,FR_femur_actual,FR_tibia_deg,FR_tibia_raw,FR_tibia_actual,RL_phase,RL_state,RL_dx,RL_dy,RL_dz,RL_foot_x,RL_foot_y,RL_foot_z,RL_shldr_deg,RL_shldr_raw,RL_shldr_actual,RL_femur_deg,RL_femur_raw,RL_femur_actual,RL_tibia_deg,RL_tibia_raw,RL_tibia_actual,RR_phase,RR_state,RR_dx,RR_dy,RR_dz,RR_foot_x,RR_foot_y,RR_foot_z,RR_shldr_deg,RR_shldr_raw,RR_shldr_actual,RR_femur_deg,RR_femur_raw,RR_femur_actual,RR_tibia_deg,RR_tibia_raw,RR_tibia_actual
9.743,0.816,1.0,0.0,walk,0.066,stance,38.47,0.0,-1.96,63.47,5.0,-131.96,85.05,221,-1,90.58,820,-1,-94.03,191,-1,0.566,stance,-28.69,0.0,0.0,-3.69,-5.0,-130.0,85.05,802,-1,61.61,301,-1,-119.48,919,-1,0.816,swing,-27.01,0.0,11.06,-35.01,5.0,-118.94,85.05,802,-1,35.77,390,-1,-121.2,768,-1,0.316,stance,9.78,0.0,0.0,1.78,-5.0,-130.0,85.05,527,-1,65.99,719,-1,-119.55,271,-1
9.762,0.824,1.0,0.0,walk,0.074,stance,38.09,0.0,-2.0,63.09,5.0,-132.0,85.05,221,-1,90.53,820,-1,-94.28,190,-1,0.574,stance,-29.61,0.0,0.0,-4.61,-5.0,-130.0,85.05,802,-1,60.86,304,-1,-119.43,919,-1,0.824,swing,-23.91,0.0,12.02,-31.91,5.0,-117.98,85.05,802,-1,38.93,379,-1,-123.35,775,-1,0.324,stance,8.48,0.0,0.0,0.48,-5.0,-130.0,85.05,527,-1,64.97,716,-1,-119.57,271,-1
9.783,0.832,1.0,0.0,walk,0.082,stance,37.66,0.0,-1.98,62.66,5.0,-131.98,85.05,221,-1,90.52,820,-1,-94.6,189,-1,0.582,stance,-30.49,0.0,0.0,-5.49,-5.0,-130.0,85.05,802,-1,60.13,306,-1,-119.38,919,-1,0.832,swing,-20.57,0.0,12.86,-28.57,5.0,-117.14,85.05,802,-1,42.41,367,-1,-125.41,782,-1,0.332,stance,7.16,0.0,0.0,-0.84,-5.0,-130.0,85.05,527,-1,63.93,712,-1,-119.57,271,-1
9.802,0.84,1.0,0.0,walk,0.09,stance,37.19,0.0,-1.9,62.19,5.0,-131.9,85.05,221,219,90.55,820,819,-95.0,188,188,0.59,stance,-31.34,0.0,0.0,-6.34,-5.0,-130.0,85.05,802,800,59.42,309,309,-119.31,918,917,0.84,swing,-17.03,0.0,13.57,-25.03,5.0,-116.43,85.05,802,801,46.19,354,350,-127.32,789,763,0.34,stance,5.84,0.0,0.0,-2.16,-5.0,-130.0,85.05,527,524,62.86,709,705,-119.54,271,272
10.012,0.848,1.0,0.0,walk,0.098,stance,36.67,0.0,-1.77,61.67,5.0,-131.77,85.05,221,-1,90.63,821,-1,-95.46,186,-1,0.598,stance,-32.16,0.0,0.0,-7.16,-5.0,-130.0,85.05,802,-1,58.73,311,-1,-119.24,918,-1,0.848,swing,-13.31,0.0,14.14,-21.31,5.0,-115.86,85.05,802,-1,50.22,340,-1,-129.03,795,-1,0.348,stance,4.51,0.0,0.0,-3.49,-5.0,-130.0,85.05,527,-1,61.78,705,-1,-119.49,271,-1
10.032,0.856,1.0,0.0,walk,0.106,stance,36.12,0.0,-1.59,61.12,5.0,-131.59,85.05,221,-1,90.74,821,-1,-96.0,184,-1,0.606,stance,-32.94,0.0,0.0,-7.94,-5.0,-130.0,85.05,802,-1,58.08,313,-1,-119.17,918,-1,0.856,swing,-9.46,0.0,14.57,-17.46,5.0,-115.43,85.05,802,-1,54.45,326,-1,-130.48,800,-1,0.356,stance,3.18,0.0,0.0,-4.82,-5.0,-130.0,85.05,527,-1,60.68,701,-1,-119.42,271,-1
10.052,0.864,1.0,0.0,walk,0.114,stance,35.52,0.0,-1.37,60.52,5.0,-131.37,85.05,221,-1,90.88,821,-1,-96.59,182,-1,0.614,stance,-33.68,0.0,0.0,-8.68,-5.0,-130.0,85.05,802,-1,57.45,316,-1,-119.09,918,-1,0.864,swing,-5.51,0.0,14.86,-13.51,5.0,-115.14,85.05,802,-1,58.78,311,-1,-131.63,804,-1,0.364,stance,1.84,0.0,0.0,-6.16,-5.0,-130.0,85.05,527,-1,59.57,698,-1,-119.33,272,-1
10.072,0.872,1.0,0.0,walk,0.122,stance,34.89,0.0,-1.11,59.89,5.0,-131.11,85.05,221,-1,91.04,822,-1,-97.25,180,-1,0.622,stance,-34.38,0.0,0.0,-9.38,-5.0,-130.0,85.05,802,-1,56.85,318,-1,-119.0,917,-1,0.872,swing,-1.51,0.0,14.99,-9.51,5.0,-115.01,85.05,802,-1,63.13,296,-1,-132.44,806,-1,0.372,stance,0.5,0.0,0.0,-7.5,-5.0,-130.0,85.05,527,-1,58.45,694,-1,-119.21,272,-1
10.092,0.88,1.0,0.0,walk,0.13,stance,34.21,0.0,-0.81,59.21,5.0,-130.81,85.05,221,220,91.23,823,819,-97.94,178,177,0.63,stance,-35.05,0.0,0.0,-10.05,-5.0,-130.0,85.05,802,801,56.28,320,320,-118.92,917,917,0.88,swing,2.51,0.0,15.0,-5.49,5.0,-115.0,85.05,802,801,67.39,282,277,-132.91,808,764,0.38,stance,-0.84,0.0,0.0,-8.84,-5.0,-130.0,85.05,527,524,57.31,690,686,-119.07,273,272
10.303,0.888,1.0,0.0,walk,0.138,stance,33.5,0.0,-0.5,58.5,5.0,-130.5,85.05,221,-1,91.42,823,-1,-98.68,175,-1,0.638,stance,-35.68,0.0,0.0,-10.68,-5.0,-130.0,85.05,802,-1,55.75,321,-1,-118.84,917,-1,0.888,swing,6.5,0.0,15.0,-1.5,5.0,-115.0,85.05,802,-1,71.51,268,-1,-133.13,809,-1,0.388,stance,-2.18,0.0,0.0,-10.18,-5.0,-130.0,85.05,527,-1,56.17,686,-1,-118.91,273,-1
10.322,0.896,1.0,0.0,walk,0.146,stance,32.75,0.0,-0.17,57.75,5.0,-130.17,85.05,221,-1,91.61,824,-1,-99.45,172,-1,0.646,stance,-36.26,0.0,0.0,-11.26,-5.0,-130.0,85.05,802,-1,55.24,323,-1,-118.76,916,-1,0.896,swing,10.43,0.0,15.0,2.43,5.0,-115.0,85.05,802,-1,75.42,254,-1,-133.1,809,-1,0.396,stance,-3.51,0.0,0.0,-11.51,-5.0,-130.0,85.05,527,-1,55.03,682,-1,-118.72,274,-1
10.343,0.904,1.0,0.0,walk,0.154,stance,31.96,0.0,0.0,56.96,5.0,-130.0,85.05,221,-1,91.66,824,-1,-100.1,170,-1,0.654,stance,-36.81,0.0,0.0,-11.81,-5.0,-130.0,85.05,802,-1,54.77,325,-1,-118.68,916,-1,0.904,swing,14.26,0.0,15.0,6.26,5.0,-115.0,85.05,802,-1,79.06,242,-1,-132.85,808,-1,0.404,stance,-4.85,0.0,0.0,-12.85,-5.0,-130.0,85.05,527,-1,53.87,678,-1,-118.51,274,-1
10.362,0.912,1.0,0.0,walk,0.162,stance,31.14,0.0,0.0,56.14,5.0,-130.0,85.05,221,-1,91.55,824,-1,-100.64,168,-1,0.662,stance,-37.31,0.0,0.0,-12.31,-5.0,-130.0,85.05,802,-1,54.34,326,-1,-118.6,916,-1,0.912,swing,17.93,0.0,15.0,9.93,5.0,-115.0,85.05,802,-1,82.38,231,-1,-132.39,806,-1,0.412,stance,-6.17,0.0,0.0,-14.17,-5.0,-130.0,85.05,527,-1,52.72,674,-1,-118.28,275,-1
10.382,0.92,1.0,0.0,walk,0.17,stance,30.28,0.0,0.0,55.28,5.0,-130.0,85.05,221,219,91.43,823,819,-101.18,166,165,0.67,stance,-37.77,0.0,0.0,-12.77,-5.0,-130.0,85.05,802,800,53.94,328,328,-118.52,916,916,0.92,swing,21.43,0.0,15.0,13.43,5.0,-115.0,85.05,802,801,85.34,220,216,-131.77,804,763,0.42,stance,-7.49,0.0,0.0,-15.49,-5.0,-130.0,85.05,527,524,51.57,670,666,-118.03,276,274
10.576,0.928,1.0,0.0,walk,0.178,stance,29.39,0.0,0.0,54.39,5.0,-130.0,85.05,221,-1,91.3,823,-1,-101.74,165,-1,0.678,stance,-38.19,0.0,0.0,-13.19,-5.0,-130.0,85.05,802,-1,53.57,329,-1,-118.45,915,-1,0.928,swing,24.71,0.0,15.0,16.71,5.0,-115.0,85.05,802,-1,87.93,212,-1,-131.03,801,-1,0.428,stance,-8.81,0.0,0.0,-16.81,-5.0,-130.0,85.05,527,-1,50.42,666,-1,-117.76,277,-1
10.622,0.936,1.0,0.0,walk,0.186,stance,28.46,0.0,0.0,53.46,5.0,-130.0,85.05,221,-1,91.15,822,-1,-102.32,163,-1,0.686,stance,-38.57,0.0,0.0,-13.57,-5.0,-130.0,85.05,802,-1,53.25,330,-1,-118.39,915,-1,0.936,swing,27.74,0.0,15.0,19.74,5.0,-115.0,85.05,802,-1,90.17,204,-1,-130.21,799,-1,0.436,stance,-10.11,0.0,0.0,-18.11,-5.0,-130.0,85.05,527,-1,49.27,662,-1,-117.48,278,-1
10.642,0.944,1.0,0.0,walk,0.194,stance,27.5,0.0,0.0,52.5,5.0,-130.0,85.05,221,-1,90.98,822,-1,-102.9,161,-1,0.694,stance,-38.9,0.0,0.0,-13.9,-5.0,-130.0,85.05,802,-1,52.96,331,-1,-118.33,915,-1,0.944,swing,30.5,0.0,15.0,22.5,5.0,-115.0,85.05,802,-1,92.05,198,-1,-129.36,796,-1,0.444,stance,-11.4,0.0,0.0,-19.4,-5.0,-130.0,85.05,527,-1,48.13,659,-1,-117.17,279,-1
10.672,0.952,1.0,0.0,walk,0.202,stance,26.51,0.0,0.0,51.51,5.0,-130.0,85.05,221,-1,90.8,821,-1,-103.49,159,-1,0.702,stance,-39.19,0.0,0.0,-14.19,-5.0,-130.0,85.05,802,-1,52.7,332,-1,-118.28,915,-1,0.952,swing,32.94,0.0,15.0,24.94,5.0,-115.0,85.05,802,-1,93.61,192,-1,-128.53,793,-1,0.452,stance,-12.68,0.0,0.0,-20.68,-5.0,-130.0,85.05,527,-1,47.0,655,-1,-116.85,280,-1
10.692,0.96,1.0,0.0,walk,0.21,stance,25.5,0.0,0.0,50.5,5.0,-130.0,85.05,221,219,90.6,820,819,-104.1,157,157,0.71,stance,-39.44,0.0,0.0,-14.44,-5.0,-130.0,85.05,802,800,52.49,333,332,-118.23,915,914,0.96,swing,35.05,0.0,15.0,27.05,5.0,-115.0,85.05,802,801,94.87,188,187,-127.74,790,764,0.46,stance,-13.94,0.0,0.0,-21.94,-5.0,-130.0,85.05,527,524,45.88,651,650,-116.51,281,279
10.912,0.968,1.0,0.0,walk,0.218,stance,24.45,0.0,0.0,49.45,5.0,-130.0,85.05,221,-1,90.38,820,-1,-104.7,154,-1,0.718,stance,-39.64,0.0,0.0,-14.64,-5.0,-130.0,85.05,802,-1,52.31,333,-1,-118.2,915,-1,0.968,swing,36.81,0.0,14.22,28.81,5.0,-115.78,85.05,802,-1,95.16,187,-1,-126.42,786,-1,0.468,stance,-15.19,0.0,0.0,-23.19,-5.0,-130.0,85.05,527,-1,44.77,647,-1,-116.15,283,-1
10.943,0.976,1.0,0.0,walk,0.226,stance,23.37,0.0,0.0,48.37,5.0,-130.0,85.05,221,-1,90.14,819,-1,-105.31,152,-1,0.726,stance,-39.8,0.0,0.0,-14.8,-5.0,-130.0,85.05,802,-1,52.18,334,-1,-118.17,914,-1,0.976,swing,38.19,0.0,10.69,30.19,5.0,-119.31,85.05,802,-1,92.78,195,-1,-122.98,774,-1,0.476,stance,-16.42,0.0,0.0,-24.42,-5.0,-130.0,85.05,527,-1,43.67,643,-1,-115.79,284,-1
10.972,0.984,1.0,0.0,walk,0.234,stance,22.27,0.0,0.0,47.27,5.0,-130.0,85.05,221,-1,89.89,818,-1,-105.93,150,-1,0.734,stance,-39.91,0.0,0.0,-14.91,-5.0,-130.0,85.05,802,-1,52.08,334,-1,-118.15,914,-1,0.984,swing,39.19,0.0,5.79,31.19,5.0,-124.21,85.05,802,-1,89.09,208,-1,-118.48,759,-1,0.484,stance,-17.63,0.0,0.0,-25.63,-5.0,-130.0,85.05,527,-1,42.59,640,-1,-115.41,285,-1
10.975,0.992,1.0,0.0,walk,0.242,stance,21.15,0.0,0.0,46.15,5.0,-130.0,85.05,221,-1,89.6,817,-1,-106.54,148,-1,0.742,stance,-39.98,0.0,0.0,-14.98,-5.0,-130.0,85.05,802,-1,52.02,334,-1,-118.13,914,-1,0.992,swing,39.8,0.0,1.62,31.8,5.0,-128.38,85.05,802,-1,85.94,218,-1,-114.65,746,-1,0.492,stance,-18.83,0.0,0.0,-26.83,-5.0,-130.0,85.05,527,-1,41.53,636,-1,-115.02,286,-1
11.012,0.0,1.0,0.0,walk,0.25,stance,20.0,0.0,0.0,45.0,5.0,-130.0,85.05,221,219,89.3,816,816,-107.16,146,146,0.75,swing,-40.0,0.0,0.0,-15.0,-5.0,-130.0,85.05,802,800,52.0,334,332,-118.13,914,914,0.0,stance,40.0,0.0,-0.0,32.0,5.0,-130.0,85.05,802,801,84.71,223,226,-113.15,740,738,0.5,stance,-20.0,0.0,0.0,-28.0,-5.0,-130.0,85.05,527,524,40.48,632,629,-114.62,288,287
11.222,0.008,1.0,0.0,walk,0.258,stance,18.83,0.0,0.0,43.83,5.0,-130.0,85.05,221,-1,88.98,815,-1,-107.77,144,-1,0.758,swing,-39.8,0.0,1.51,-14.8,-5.0,-128.49,85.05,802,-1,52.76,332,-1,-119.55,919,-1,0.008,stance,39.98,0.0,-0.33,31.98,5.0,-130.33,85.05,802,-1,84.44,224,-1,-112.86,740,-1,0.508,stance,-21.15,0.0,0.0,-29.15,-5.0,-130.0,85.05,527,-1,39.46,629,-1,-114.22,289,-1
11.252,0.016,1.0,0.0,walk,0.266,stance,17.63,0.0,0.0,42.63,5.0,-130.0,85.05,221,-1,88.63,814,-1,-108.38,142,-1,0.766,swing,-39.19,0.0,3.0,-14.19,-5.0,-127.0,85.05,802,-1,53.87,328,-1,-121.02,924,-1,0.016,stance,39.91,0.0,-0.66,31.91,5.0,-130.66,85.05,802,-1,84.15,225,-1,-112.6,739,-1,0.516,stance,-22.27,0.0,0.0,-30.27,-5.0,-130.0,85.05,527,-1,38.45,626,-1,-113.81,291,-1
11.272,0.024,1.0,0.0,walk,0.274,stance,16.42,0.0,0.0,41.42,5.0,-130.0,85.05,221,-1,88.25,812,-1,-108.98,140,-1,0.774,swing,-38.19,0.0,4.46,-13.19,-5.0,-125.54,85.05,802,-1,55.34,323,-1,-122.52,929,-1,0.024,stance,39.8,0.0,-0.96,31.8,5.0,-130.96,85.05,802,-1,83.85,226,-1,-112.37,738,-1,0.524,stance,-23.38,0.0,0.0,-31.38,-5.0,-130.0,85.05,527,-1,37.47,622,-1,-113.39,292,-1
11.292,0.032,1.0,0.0,walk,0.282,stance,15.19,0.0,0.0,40.19,5.0,-130.0,85.05,221,-1,87.86,811,-1,-109.58,138,-1,0.782,swing,-36.81,0.0,5.87,-11.81,-5.0,-124.13,85.05,802,-1,57.18,316,-1,-124.03,934,-1,0.032,stance,39.64,0.0,-1.24,31.64,5.0,-131.24,85.05,802,-1,83.56,227,-1,-112.19,737,-1,0.532,stance,-24.45,0.0,0.0,-32.45,-5.0,-130.0,85.05,527,-1,36.52,619,-1,-112.97,293,-1
11.312,0.04,1.0,0.0,walk,0.29,stance,13.94,0.0,0.0,38.94,5.0,-130.0,85.05,221,220,87.43,810,811,-110.17,136,137,0.79,swing,-35.05,0.0,7.23,-10.05,-5.0,-122.77,85.05,802,800,59.39,309,307,-125.51,939,923,0.04,stance,39.44,0.0,-1.49,31.44,5.0,-131.49,85.05,802,801,83.28,228,226,-112.05,737,738,0.54,stance,-25.5,0.0,0.0,-33.5,-5.0,-130.0,85.05,527,524,35.59,616,613,-112.55,295,293
11.522,0.048,1.0,0.0,walk,0.298,stance,12.68,0.0,0.0,37.68,5.0,-130.0,85.05,221,-1,86.98,808,-1,-110.75,134,-1,0.798,swing,-32.94,0.0,8.51,-7.94,-5.0,-121.49,85.05,802,-1,61.95,300,-1,-126.92,944,-1,0.048,stance,39.19,0.0,-1.69,31.19,5.0,-131.69,85.05,802,-1,83.01,228,-1,-111.96,736,-1,0.548,stance,-26.51,0.0,0.0,-34.51,-5.0,-130.0,85.05,527,-1,34.68,613,-1,-112.13,296,-1
11.543,0.056,1.0,0.0,walk,0.306,stance,11.4,0.0,0.0,36.4,5.0,-130.0,85.05,221,-1,86.51,806,-1,-111.32,132,-1,0.806,swing,-30.5,0.0,9.71,-5.5,-5.0,-120.29,85.05,802,-1,64.85,290,-1,-128.23,949,-1,0.056,stance,38.9,0.0,-1.84,30.9,5.0,-131.84,85.05,802,-1,82.76,229,-1,-111.93,736,-1,0.556,stance,-27.5,0.0,0.0,-35.5,-5.0,-130.0,85.05,527,-1,33.8,610,-1,-111.71,298,-1
11.562,0.064,1.0,0.0,walk,0.314,stance,10.11,0.0,0.0,35.11,5.0,-130.0,85.05,221,-1,86.01,805,-1,-111.88,130,-1,0.814,swing,-27.75,0.0,10.8,-2.75,-5.0,-119.2,85.05,802,-1,68.03,280,-1,-129.37,953,-1,0.064,stance,38.57,0.0,-1.95,30.57,5.0,-131.95,85.05,802,-1,82.53,230,-1,-111.96,736,-1,0.564,stance,-28.46,0.0,0.0,-36.46,-5.0,-130.0,85.05,527,-1,32.96,607,-1,-111.3,299,-1
11.582,0.072,1.0,0.0,walk,0.322,stance,8.81,0.0,0.0,33.81,5.0,-130.0,85.05,221,-1,85.48,803,-1,-112.42,128,-1,0.822,swing,-24.71,0.0,11.79,0.29,-5.0,-118.21,85.05,802,-1,71.46,268,-1,-130.31,956,-1,0.072,stance,38.19,0.0,-2.0,30.19,5.0,-132.0,85.05,802,-1,82.32,231,-1,-112.05,737,-1,0.572,stance,-29.39,0.0,0.0,-37.39,-5.0,-130.0,85.05,527,-1,32.14,604,-1,-110.88,300,-1
11.602,0.08,1.0,0.0,walk,0.33,stance,7.5,0.0,0.0,32.5,5.0,-130.0,85.05,221,219,84.93,801,803,-112.95,126,127,0.83,swing,-21.43,0.0,12.66,3.57,-5.0,-117.34,85.05,802,801,75.05,256,253,-130.99,958,931,0.08,stance,37.77,0.0,-1.99,29.77,5.0,-131.99,85.05,802,801,82.14,231,231,-112.21,737,738,0.58,stance,-30.28,0.0,0.0,-38.28,-5.0,-130.0,85.05,527,524,31.35,601,598,-110.48,302,301
11.812,0.088,1.0,0.0,walk,0.338,stance,6.17,0.0,0.0,31.17,5.0,-130.0,85.05,221,-1,84.35,799,-1,-113.47,125,-1,0.838,swing,-17.94,0.0,13.41,7.06,-5.0,-116.59,85.05,802,-1,78.72,243,-1,-131.36,959,-1,0.088,stance,37.31,0.0,-1.93,29.31,5.0,-131.93,85.05,802,-1,81.97,232,-1,-112.44,738,-1,0.588,stance,-31.14,0.0,0.0,-39.14,-5.0,-130.0,85.05,527,-1,30.59,599,-1,-110.08,303,-1
11.832,0.096,1.0,0.0,walk,0.346,stance,4.85,0.0,0.0,29.85,5.0,-130.0,85.05,221,-1,83.75,797,-1,-113.96,123,-1,0.846,swing,-14.26,0.0,14.01,10.74,-5.0,-115.99,85.05,802,-1,82.35,231,-1,-131.41,960,-1,0.096,stance,36.81,0.0,-1.81,28.81,5.0,-131.81,85.05,802,-1,81.83,232,-1,-112.72,739,-1,0.596,stance,-31.96,0.0,0.0,-39.96,-5.0,-130.0,85.05,527,-1,29.86,596,-1,-109.69,305,-1
11.852,0.104,1.0,0.0,walk,0.354,stance,3.51,0.0,0.0,28.51,5.0,-130.0,85.05,221,-1,83.12,795,-1,-114.44,121,-1,0.854,swing,-10.43,0.0,14.48,14.57,-5.0,-115.52,85.05,802,-1,85.85,219,-1,-131.09,959,-1,0.104,stance,36.26,0.0,-1.64,28.26,5.0,-131.64,85.05,802,-1,81.7,233,-1,-113.06,740,-1,0.604,stance,-32.75,0.0,0.0,-40.75,-5.0,-130.0,85.05,527,-1,29.17,594,-1,-109.31,306,-1
11.872,0.112,1.0,0.0,walk,0.362,stance,2.18,0.0,0.0,27.18,5.0,-130.0,85.05,221,-1,82.46,793,-1,-114.9,120,-1,0.862,swing,-6.51,0.0,14.8,18.49,-5.0,-115.2,85.05,802,-1,89.1,208,-1,-130.4,956,-1,0.112,stance,35.68,0.0,-1.43,27.68,5.0,-131.43,85.05,802,-1,81.59,233,-1,-113.45,742,-1,0.612,stance,-33.5,0.0,0.0,-41.5,-5.0,-130.0,85.05,527,-1,28.51,592,-1,-108.95,307,-1
11.902,0.12,1.0,0.0,walk,0.37,stance,0.84,0.0,0.0,25.84,5.0,-130.0,85.05,221,219,81.78,790,791,-115.34,118,119,0.87,swing,-2.51,0.0,14.97,22.49,-5.0,-115.03,85.05,802,800,92.02,198,192,-129.34,953,930,0.12,stance,35.05,0.0,-1.18,27.05,5.0,-131.18,85.05,802,801,81.48,234,232,-113.89,743,740,0.62,stance,-34.21,0.0,0.0,-42.21,-5.0,-130.0,85.05,527,524,27.88,590,588,-108.59,308,305
12.112,0.128,1.0,0.0,walk,0.378,stance,-0.5,0.0,0.0,24.5,5.0,-130.0,85.05,221,-1,81.08,788,-1,-115.76,117,-1,0.878,swing,1.51,0.0,15.0,26.51,-5.0,-115.0,85.05,802,-1,94.56,189,-1,-127.95,948,-1,0.128,stance,34.39,0.0,-0.89,26.39,5.0,-130.89,85.05,802,-1,81.37,234,-1,-114.37,745,-1,0.628,stance,-34.89,0.0,0.0,-42.89,-5.0,-130.0,85.05,527,-1,27.29,588,-1,-108.25,309,-1
12.132,0.136,1.0,0.0,walk,0.386,stance,-1.84,0.0,0.0,23.16,5.0,-130.0,85.05,221,-1,80.36,786,-1,-116.16,115,-1,0.886,swing,5.51,0.0,15.0,30.51,-5.0,-115.0,85.05,802,-1,96.77,182,-1,-126.34,942,-1,0.136,stance,33.68,0.0,-0.58,25.68,5.0,-130.58,85.05,802,-1,81.25,234,-1,-114.87,746,-1,0.636,stance,-35.53,0.0,0.0,-43.53,-5.0,-130.0,85.05,527,-1,26.73,586,-1,-107.93,311,-1
12.153,0.144,1.0,0.0,walk,0.394,stance,-3.18,0.0,0.0,21.82,5.0,-130.0,85.05,221,-1,79.61,783,-1,-116.54,114,-1,0.894,swing,9.46,0.0,15.0,34.46,-5.0,-115.0,85.05,802,-1,98.67,175,-1,-124.57,936,-1,0.144,stance,32.94,0.0,-0.25,24.94,5.0,-130.25,85.05,802,-1,81.12,235,-1,-115.4,748,-1,0.644,stance,-36.12,0.0,0.0,-44.12,-5.0,-130.0,85.05,527,-1,26.21,584,-1,-107.62,312,-1
12.172,0.152,1.0,0.0,walk,0.402,stance,-4.51,0.0,0.0,20.49,5.0,-130.0,85.05,221,-1,78.84,780,-1,-116.9,113,-1,0.902,swing,13.31,0.0,15.0,38.31,-5.0,-115.0,85.05,802,-1,100.26,170,-1,-122.68,930,-1,0.152,stance,32.16,0.0,0.0,24.16,5.0,-130.0,85.05,802,-1,80.9,236,-1,-115.87,750,-1,0.652,stance,-36.68,0.0,0.0,-44.68,-5.0,-130.0,85.05,527,-1,25.73,582,-1,-107.33,313,-1
12.192,0.16,1.0,0.0,walk,0.41,stance,-5.84,0.0,0.0,19.16,5.0,-130.0,85.05,221,219,78.06,778,779,-117.23,112,112,0.91,swing,17.03,0.0,15.0,42.03,-5.0,-115.0,85.05,802,800,101.57,165,162,-120.71,923,919,0.16,stance,31.35,0.0,0.0,23.35,5.0,-130.0,85.05,802,801,80.46,237,235,-116.11,751,746,0.66,stance,-37.19,0.0,0.0,-45.19,-5.0,-130.0,85.05,527,524,25.28,581,580,-107.06,314,312
12.402,0.168,1.0,0.0,walk,0.418,stance,-7.17,0.0,0.0,17.83,5.0,-130.0,85.05,221,-1,77.26,775,-1,-117.54,111,-1,0.918,swing,20.58,0.0,15.0,45.58,-5.0,-115.0,85.05,802,-1,102.61,162,-1,-118.7,916,-1,0.168,stance,30.5,0.0,0.0,22.5,5.0,-130.0,85.05,802,-1,79.99,239,-1,-116.35,751,-1,0.668,stance,-37.66,0.0,0.0,-45.66,-5.0,-130.0,85.05,527,-1,24.87,579,-1,-106.8,314,-1
12.423,0.176,1.0,0.0,walk,0.426,stance,-8.48,0.0,0.0,16.52,5.0,-130.0,85.05,221,-1,76.44,772,-1,-117.82,110,-1,0.926,swing,23.92,0.0,15.0,48.92,-5.0,-115.0,85.05,802,-1,103.42,159,-1,-116.7,909,-1,0.176,stance,29.61,0.0,0.0,21.61,5.0,-130.0,85.05,802,-1,79.49,240,-1,-116.6,752,-1,0.676,stance,-38.09,0.0,0.0,-46.09,-5.0,-130.0,85.05,527,-1,24.49,578,-1,-106.57,315,-1
12.442,0.184,1.0,0.0,walk,0.434,stance,-9.79,0.0,0.0,15.21,5.0,-130.0,85.05,221,-1,75.61,769,-1,-118.09,109,-1,0.934,swing,27.01,0.0,15.0,52.01,-5.0,-115.0,85.05,802,-1,104.02,157,-1,-114.75,903,-1,0.184,stance,28.7,0.0,0.0,20.7,5.0,-130.0,85.05,802,-1,78.97,242,-1,-116.84,753,-1,0.684,stance,-38.48,0.0,0.0,-46.48,-5.0,-130.0,85.05,527,-1,24.16,577,-1,-106.36,316,-1
12.463,0.192,1.0,0.0,walk,0.442,stance,-11.08,0.0,0.0,13.92,5.0,-130.0,85.05,221,-1,74.76,766,-1,-118.33,108,-1,0.942,swing,29.84,0.0,15.0,54.84,-5.0,-115.0,85.05,802,-1,104.45,155,-1,-112.89,896,-1,0.192,stance,27.75,0.0,0.0,19.75,5.0,-130.0,85.05,802,-1,78.41,244,-1,-117.08,754,-1,0.692,stance,-38.83,0.0,0.0,-46.83,-5.0,-130.0,85.05,527,-1,23.86,576,-1,-106.17,317,-1
12.482,0.2,1.0,0.0,walk,0.45,stance,-12.36,0.0,0.0,12.64,5.0,-130.0,85.05,221,219,73.91,764,766,-118.55,107,109,0.95,swing,32.36,0.0,15.0,57.36,-5.0,-115.0,85.05,802,801,104.75,154,154,-111.18,891,887,0.2,stance,26.77,0.0,0.0,18.77,5.0,-130.0,85.05,802,801,77.82,246,248,-117.32,755,749,0.7,stance,-39.13,0.0,0.0,-47.13,-5.0,-130.0,85.05,527,524,23.59,575,573,-106.01,317,313
12.692,0.208,1.0,0.0,walk,0.458,stance,-13.63,0.0,0.0,11.37,5.0,-130.0,85.05,221,-1,73.04,761,-1,-118.74,107,-1,0.958,swing,34.56,0.0,15.0,59.56,-5.0,-115.0,85.05,802,-1,104.94,154,-1,-109.64,885,-1,0.208,stance,25.75,0.0,0.0,17.75,5.0,-130.0,85.05,802,-1,77.21,248,-1,-117.56,756,-1,0.708,stance,-39.38,0.0,0.0,-47.38,-5.0,-130.0,85.05,527,-1,23.37,574,-1,-105.87,318,-1
12.712,0.216,1.0,0.0,walk,0.466,stance,-14.88,0.0,0.0,10.12,5.0,-130.0,85.05,221,-1,72.18,758,-1,-118.91,106,-1,0.966,swing,36.4,0.0,14.68,61.4,-5.0,-115.32,85.05,802,-1,104.77,154,-1,-108.1,880,-1,0.216,stance,24.71,0.0,0.0,16.71,5.0,-130.0,85.05,802,-1,76.56,250,-1,-117.78,756,-1,0.716,stance,-39.59,0.0,0.0,-47.59,-5.0,-130.0,85.05,527,-1,23.19,574,-1,-105.75,318,-1
